,bands,labels
324,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip130.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip110.tif
325,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip149.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip104.tif
326,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip69.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip238.tif
327,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip74.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip183.tif
328,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip204.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip157.tif
329,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip34.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip234.tif
330,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip207.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip41.tif
331,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip173.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip106.tif
332,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip24.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip126.tif
333,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip72.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip210.tif
334,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip71.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip193.tif
335,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip75.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip30.tif
336,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip135.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip237.tif
337,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip155.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip63.tif
338,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip247.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip114.tif
339,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip160.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip224.tif
340,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip37.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip274.tif
341,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip62.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip50.tif
342,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip224.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip250.tif
343,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip158.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip118.tif
344,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip211.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip289.tif
345,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip177.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip113.tif
346,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip40.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip78.tif
347,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip114.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip269.tif
348,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip104.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip171.tif
349,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip159.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip212.tif
350,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip161.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip29.tif
351,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip129.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip125.tif
352,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip153.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip152.tif
353,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip183.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip244.tif
354,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip2.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip26.tif
355,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip170.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip43.tif
356,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip258.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip147.tif
357,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip102.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip115.tif
358,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip33.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip72.tif
359,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip167.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip78.tif
360,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip180.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip158.tif
361,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip227.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip185.tif
362,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip120.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip86.tif
363,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip107.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip217.tif
364,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip72.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip27.tif
365,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip119.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip146.tif
366,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip21.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip53.tif
367,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip184.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip203.tif
368,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip219.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip142.tif
369,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip138.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip227.tif
370,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip222.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip56.tif
371,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip125.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip53.tif
372,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip49.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip192.tif
373,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip126.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011062_20171013_20171024_01_T1_label_chip32.tif
374,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip238.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip1.tif
375,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip178.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip114.tif
376,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip169.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip16.tif
377,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip215.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip209.tif
378,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip272.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip130.tif
379,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip277.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip245.tif
380,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip239.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip182.tif
381,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip164.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip102.tif
382,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip85.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip49.tif
383,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip119.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011062_20171013_20171024_01_T1_label_chip43.tif
384,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip32.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip119.tif
385,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip101.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip21.tif
386,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip18.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip135.tif
387,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip230.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip255.tif
388,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip61.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip87.tif
389,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip79.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip165.tif
390,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip289.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip65.tif
391,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip89.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip213.tif
392,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip278.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip83.tif
393,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip168.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip73.tif
394,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip137.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip8.tif
395,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip124.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip90.tif
396,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip218.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip45.tif
397,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip148.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip175.tif
398,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip250.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip223.tif
399,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip199.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip254.tif
400,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip85.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip31.tif
401,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip90.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip18.tif
402,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip112.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip123.tif
403,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip225.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip67.tif
404,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip98.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip40.tif
405,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip31.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip59.tif
406,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip160.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip156.tif
407,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip247.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip119.tif
408,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip257.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip173.tif
409,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip239.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip248.tif
410,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip171.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip66.tif
411,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip122.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip159.tif
412,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip210.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip162.tif
413,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip117.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip72.tif
414,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip242.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip35.tif
415,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip248.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip199.tif
416,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip227.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip77.tif
417,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip201.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip111.tif
418,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip59.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip25.tif
419,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip30.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip28.tif
420,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip205.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip139.tif
421,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip47.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip120.tif
422,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip85.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip171.tif
423,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip234.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip267.tif
424,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip30.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip47.tif
425,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip253.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip254.tif
426,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip83.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip246.tif
427,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip52.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip253.tif
428,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip252.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip20.tif
429,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip46.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip132.tif
430,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip122.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip130.tif
431,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip144.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip166.tif
